order_id,customer_id,order_date,product_name,category,quantity,unit_price,discount_pct,final_amount,payment_method,device_type,city,order_status
ORD12963,CUST01600,2024-01-11,Saree,Fashion,4,2125.11,0,8500.44,Net Banking,Mobile,Ahmedabad,Delivered
ORD12964,CUST01354,2024-10-01,Jeans,Fashion,1,1414.34,5,1343.62,UPI,Mobile,Indore,Returned
ORD12965,CUST00942,2024-06-14,Smartwatch,Electronics,5,9470.93,5,44986.92,Credit Card,Desktop,Lucknow,Cancelled
ORD12966,CUST01058,2024-09-05,Dress,Fashion,1,957.62,0,957.62,Net Banking,Tablet,Hyderabad,Cancelled
ORD12967,CUST01087,2024-05-01,Self Help,Books,3,605.77,0,1817.31,Net Banking,Tablet,Coimbatore,Delivered
ORD12968,CUST00396,2024-10-05,Handbag,Fashion,4,4477.99,20,14329.57,UPI,Mobile,Kolkata,Delivered
ORD12969,CUST00064,2024-09-19,Cricket Bat,Sports,2,1374.49,10,2474.08,Net Banking,Mobile,Indore,Delivered
ORD12970,CUST01783,2024-12-12,History Book,Books,3,316.77,0,950.31,COD,Mobile,Lucknow,Cancelled
ORD12971,CUST01709,2024-10-28,Pillow Set,Home & Kitchen,4,1556.48,5,5914.62,UPI,Mobile,Indore,Returned
ORD12972,CUST00611,2024-03-25,Biography,Books,5,550.13,0,2750.65,COD,Desktop,Pune,Returned
ORD12973,CUST02282,2024-05-03,Cookware Set,Home & Kitchen,3,1146.31,0,3438.93,COD,Mobile,Jaipur,Returned
ORD12974,CUST01933,2024-05-08,Smart TV,Electronics,2,22303.12,5,42375.93,Net Banking,Mobile,Mumbai,Delivered
ORD12975,CUST02237,2024-12-23,Rice Cooker,Home & Kitchen,4,2509.14,10,9032.9,Credit Card,Desktop,Pune,Delivered
ORD12976,CUST00882,2024-09-11,Rice Cooker,Home & Kitchen,2,1460.8,0,2921.6,Debit Card,Tablet,Coimbatore,Delivered
ORD12977,CUST00142,2024-10-23,Hair Serum,Beauty,1,1063.59,5,1010.41,Debit Card,Desktop,Bhopal,Delivered
ORD12978,CUST00335,2024-01-27,Bedsheet,Home & Kitchen,3,605.54,0,1816.62,Credit Card,Desktop,Coimbatore,Delivered
ORD12979,CUST00875,2024-12-12,Pillow Set,Home & Kitchen,5,869.44,10,3912.48,COD,Mobile,Surat,Delivered
ORD12980,CUST02379,2024-04-27,Resistance Bands,Sports,1,366.68,5,348.35,Debit Card,Desktop,Bengaluru,Cancelled
ORD12981,CUST01240,2024-02-25,Badminton Racket,Sports,4,3040.8,0,12163.2,Credit Card,Mobile,Pune,Returned
ORD12982,CUST02174,2024-11-23,Rice Cooker,Home & Kitchen,5,2402.18,5,11410.35,COD,Tablet,Jaipur,Cancelled
ORD12983,CUST02045,2024-02-19,Power Bank,Electronics,1,1925.82,0,1925.82,Net Banking,Tablet,Pune,Returned
ORD12984,CUST00863,2024-02-10,Handbag,Fashion,2,2634.84,15,4479.23,Net Banking,Mobile,Delhi,Delivered
ORD12985,CUST00482,2024-04-02,Sneakers,Fashion,5,1743.87,5,8283.38,COD,Desktop,Nagpur,Delivered
ORD12986,CUST00906,2024-05-16,Children Book,Books,5,338.27,10,1522.21,COD,Desktop,Kolkata,Delivered
ORD12987,CUST02252,2024-06-23,Hair Serum,Beauty,1,841.44,10,757.3,Debit Card,Mobile,Delhi,Returned
ORD12988,CUST01072,2024-06-18,Sneakers,Fashion,2,1482.69,15,2520.57,Debit Card,Desktop,Bengaluru,Delivered
ORD12989,CUST01476,2024-03-28,Sunscreen,Beauty,2,794.82,20,1271.71,Credit Card,Tablet,Surat,Cancelled
ORD12990,CUST02225,2024-06-13,Perfume,Beauty,1,2154.64,10,1939.18,Credit Card,Desktop,Hyderabad,Cancelled
ORD12991,CUST02304,2024-12-17,Earphones,Electronics,3,1245.25,0,3735.75,UPI,Mobile,Delhi,Delivered
ORD12992,CUST01593,2024-02-09,Running Shoes,Sports,4,5915.51,5,22478.94,Debit Card,Tablet,Hyderabad,Delivered
ORD12993,CUST02167,2024-08-24,Shampoo,Beauty,1,314.84,5,299.1,Debit Card,Mobile,Delhi,Delivered
ORD12994,CUST02346,2024-12-24,History Book,Books,5,575.98,5,2735.9,Net Banking,Desktop,Bengaluru,Cancelled
ORD12995,CUST01379,2024-03-28,Smartwatch,Electronics,2,7496.77,0,14993.54,COD,Tablet,Ahmedabad,Delivered
ORD12996,CUST02290,2024-07-16,Handbag,Fashion,4,2477.95,15,8425.03,UPI,Desktop,Delhi,Delivered
ORD12997,CUST02244,2024-02-12,Jacket,Fashion,3,1900.84,20,4562.02,Debit Card,Tablet,Jaipur,Delivered
ORD12998,CUST02008,2024-03-20,Cookware Set,Home & Kitchen,4,1967.35,0,7869.4,Net Banking,Desktop,Delhi,Delivered
ORD12999,CUST02154,2024-04-04,Mixer Grinder,Home & Kitchen,1,1582.89,0,1582.89,UPI,Mobile,Pune,Cancelled
ORD13000,CUST02397,2024-07-06,Cookware Set,Home & Kitchen,4,2823.34,5,10728.69,Credit Card,Tablet,Mumbai,Cancelled
ORD13001,CUST00076,2024-02-13,Smartphone,Electronics,5,40920.2,10,184140.9,UPI,Desktop,Bhopal,Delivered
ORD13002,CUST01561,2024-08-01,Self Help,Books,4,403.18,0,1612.72,COD,Desktop,Lucknow,Delivered
ORD13003,CUST00794,2024-10-04,Kurta,Fashion,1,1403.18,20,1122.54,Credit Card,Desktop,Bengaluru,Returned
ORD13004,CUST01798,2024-06-26,Sunscreen,Beauty,2,455.6,0,911.2,COD,Mobile,Coimbatore,Cancelled
ORD13005,CUST01819,2024-09-25,Pillow Set,Home & Kitchen,4,1777.85,0,7111.4,UPI,Tablet,Hyderabad,Cancelled
ORD13006,CUST01911,2024-10-10,Handbag,Fashion,1,2760.0,0,2760.0,Net Banking,Tablet,Ahmedabad,Delivered
ORD13007,CUST01665,2024-11-19,Sneakers,Fashion,4,3919.63,0,15678.52,COD,Tablet,Jaipur,Cancelled
ORD13008,CUST01551,2024-05-20,History Book,Books,1,588.45,15,500.18,COD,Desktop,Bhopal,Delivered
ORD13009,CUST01568,2024-04-16,Running Shoes,Sports,2,5230.75,10,9415.35,Credit Card,Mobile,Bengaluru,Returned
ORD13010,CUST02123,2024-09-26,Face Wash,Beauty,4,526.85,5,2002.03,UPI,Desktop,Lucknow,Cancelled
ORD13011,CUST01449,2024-09-15,History Book,Books,3,422.25,20,1013.4,Credit Card,Tablet,Indore,Cancelled
ORD13012,CUST01038,2024-11-21,Children Book,Books,4,181.52,5,689.78,Credit Card,Mobile,Indore,Returned
ORD13013,CUST01290,2024-09-18,Air Purifier,Home & Kitchen,2,9426.84,20,15082.94,UPI,Mobile,Lucknow,Delivered
ORD13014,CUST02270,2024-07-27,Running Shoes,Sports,1,2996.45,0,2996.45,UPI,Mobile,Indore,Cancelled
ORD13015,CUST00765,2024-03-18,Face Cream,Beauty,5,461.22,0,2306.1,UPI,Tablet,Surat,Delivered
ORD13016,CUST00120,2024-12-17,Smartwatch,Electronics,4,6663.74,5,25322.21,Credit Card,Desktop,Hyderabad,Cancelled
ORD13017,CUST01055,2024-06-24,Lipstick,Beauty,3,232.22,0,696.66,COD,Mobile,Chennai,Delivered
ORD13018,CUST01769,2024-06-08,Smartphone,Electronics,2,39064.97,10,70316.95,Net Banking,Mobile,Hyderabad,Delivered
ORD13019,CUST00153,2024-10-26,Vacuum Cleaner,Home & Kitchen,4,7205.51,5,27380.94,COD,Mobile,Hyderabad,Returned
ORD13020,CUST00220,2024-07-04,Handbag,Fashion,5,1624.58,20,6498.32,UPI,Tablet,Indore,Delivered
ORD13021,CUST01979,2024-11-01,Running Shoes,Sports,1,5180.73,0,5180.73,Debit Card,Tablet,Delhi,Delivered
ORD13022,CUST01923,2024-04-15,Science Book,Books,3,446.74,15,1139.19,COD,Mobile,Jaipur,Cancelled
ORD13023,CUST01832,2024-02-09,Dress,Fashion,1,2670.3,10,2403.27,Debit Card,Tablet,Chennai,Cancelled
ORD13024,CUST01679,2024-01-26,Rice Cooker,Home & Kitchen,2,2942.75,5,5591.22,UPI,Mobile,Bengaluru,Returned
ORD13025,CUST02220,2024-05-25,Face Cream,Beauty,5,707.34,10,3183.03,COD,Tablet,Delhi,Delivered
ORD13026,CUST00769,2024-11-19,Sneakers,Fashion,4,1955.62,0,7822.48,Credit Card,Desktop,Ahmedabad,Returned
ORD13027,CUST01018,2024-12-22,Pillow Set,Home & Kitchen,5,1735.62,15,7376.38,Credit Card,Desktop,Kolkata,Returned
ORD13028,CUST01489,2024-07-03,Resistance Bands,Sports,5,305.29,0,1526.45,Credit Card,Mobile,Coimbatore,Delivered
ORD13029,CUST01235,2024-12-17,Bluetooth Speaker,Electronics,4,3237.63,0,12950.52,Debit Card,Desktop,Jaipur,Delivered
ORD13030,CUST01346,2024-04-17,Biography,Books,2,555.15,0,1110.3,UPI,Tablet,Pune,Delivered
ORD13031,CUST00775,2024-02-06,Fiction Novel,Books,3,546.19,20,1310.86,Net Banking,Mobile,Bhopal,Delivered
ORD13032,CUST02059,2024-04-03,Lipstick,Beauty,4,674.12,5,2561.66,COD,Desktop,Pune,Delivered
ORD13033,CUST00763,2024-12-19,Mixer Grinder,Home & Kitchen,5,2877.06,5,13666.03,Debit Card,Tablet,Mumbai,Delivered
ORD13034,CUST00652,2024-06-20,Hair Serum,Beauty,3,878.29,0,2634.87,Credit Card,Mobile,Bhopal,Delivered
ORD13035,CUST00677,2024-09-13,Fiction Novel,Books,5,558.57,20,2234.28,COD,Mobile,Chennai,Delivered
ORD13036,CUST01128,2024-01-20,Hair Serum,Beauty,1,690.21,0,690.21,Net Banking,Mobile,Indore,Delivered
ORD13037,CUST00881,2024-02-28,Handbag,Fashion,2,1674.62,0,3349.24,Net Banking,Mobile,Jaipur,Cancelled
ORD13038,CUST01575,2024-02-18,Mixer Grinder,Home & Kitchen,2,1554.98,0,3109.96,Debit Card,Tablet,Bengaluru,Delivered
ORD13039,CUST02174,2024-08-02,Tablet PC,Electronics,1,28208.64,0,28208.64,UPI,Desktop,Nagpur,Cancelled
ORD13040,CUST02404,2024-10-16,Lipstick,Beauty,3,748.13,10,2019.95,Net Banking,Tablet,Nagpur,Delivered
ORD13041,CUST00347,2024-04-27,Jacket,Fashion,3,5238.62,5,14930.07,Credit Card,Tablet,Bengaluru,Cancelled
ORD13042,CUST02404,2024-11-14,Perfume,Beauty,2,2647.91,15,4501.45,UPI,Desktop,Bhopal,Returned
ORD13043,CUST02155,2024-09-22,Smart TV,Electronics,3,29233.3,5,83314.9,COD,Tablet,Nagpur,Cancelled
ORD13044,CUST01345,2024-04-17,Smart TV,Electronics,5,65263.19,0,326315.95,Credit Card,Desktop,Pune,Delivered
ORD13045,CUST02397,2024-11-25,Comic Book,Books,3,284.69,0,854.07,UPI,Tablet,Delhi,Delivered
ORD13046,CUST00169,2024-03-09,Science Book,Books,5,975.53,20,3902.12,UPI,Mobile,Coimbatore,Delivered
ORD13047,CUST00862,2024-12-12,Mixer Grinder,Home & Kitchen,4,2609.05,20,8348.96,UPI,Desktop,Bhopal,Delivered
ORD13048,CUST01229,2024-09-15,Bedsheet,Home & Kitchen,5,1087.04,0,5435.2,COD,Desktop,Indore,Cancelled
ORD13049,CUST00482,2024-08-06,Nail Polish,Beauty,3,379.13,5,1080.52,UPI,Mobile,Hyderabad,Cancelled
ORD13050,CUST00158,2024-11-08,Resistance Bands,Sports,3,402.87,20,966.89,COD,Mobile,Ahmedabad,Cancelled
ORD13051,CUST01705,2024-12-18,Tablet PC,Electronics,3,36854.15,20,88449.96,UPI,Desktop,Coimbatore,Delivered
ORD13052,CUST02002,2024-10-11,Bedsheet,Home & Kitchen,2,749.1,0,1498.2,COD,Mobile,Bengaluru,Cancelled
ORD13053,CUST00086,2024-12-25,Pillow Set,Home & Kitchen,3,1712.63,0,5137.89,COD,Desktop,Pune,Delivered
ORD13054,CUST01160,2024-03-16,Earphones,Electronics,2,2804.79,10,5048.62,COD,Desktop,Delhi,Delivered
ORD13055,CUST02277,2024-01-10,Children Book,Books,4,181.89,0,727.56,UPI,Mobile,Indore,Cancelled
ORD13056,CUST02287,2024-12-26,Pillow Set,Home & Kitchen,3,1274.73,5,3632.98,Debit Card,Tablet,Hyderabad,Delivered
ORD13057,CUST00032,2024-06-02,Saree,Fashion,4,7333.09,10,26399.12,Net Banking,Desktop,Indore,Delivered
ORD13058,CUST01932,2024-05-03,Self Help,Books,4,262.49,0,1049.96,COD,Tablet,Chennai,Delivered
ORD13059,CUST00190,2024-09-08,Jeans,Fashion,5,1862.77,10,8382.47,COD,Tablet,Lucknow,Cancelled
ORD13060,CUST00101,2024-08-17,Jeans,Fashion,4,1934.99,0,7739.96,Net Banking,Mobile,Mumbai,Delivered
ORD13061,CUST00839,2024-09-03,Pillow Set,Home & Kitchen,5,2100.11,0,10500.55,Credit Card,Mobile,Mumbai,Cancelled
ORD13062,CUST02338,2024-10-22,Kurta,Fashion,1,1069.07,20,855.26,Debit Card,Desktop,Hyderabad,Returned
ORD13063,CUST00258,2024-08-21,Face Cream,Beauty,1,328.46,0,328.46,COD,Tablet,Jaipur,Cancelled
ORD13064,CUST01771,2024-08-25,Cycling Gloves,Sports,3,463.11,10,1250.4,COD,Desktop,Hyderabad,Cancelled
ORD13065,CUST00764,2024-08-10,Biography,Books,2,739.34,0,1478.68,Net Banking,Tablet,Indore,Delivered
ORD13066,CUST00123,2024-10-14,Face Wash,Beauty,3,280.45,0,841.35,UPI,Desktop,Ahmedabad,Cancelled
ORD13067,CUST01341,2024-09-14,Children Book,Books,2,328.95,10,592.11,COD,Tablet,Delhi,Delivered
ORD13068,CUST00362,2024-09-06,Comic Book,Books,3,304.27,5,867.17,UPI,Desktop,Coimbatore,Delivered
ORD13069,CUST01353,2024-09-11,Vacuum Cleaner,Home & Kitchen,2,10339.03,20,16542.45,Debit Card,Desktop,Kolkata,Delivered
ORD13070,CUST02390,2024-12-21,Cookware Set,Home & Kitchen,3,1329.16,0,3987.48,COD,Mobile,Bhopal,Cancelled
ORD13071,CUST00499,2024-06-22,Badminton Racket,Sports,5,1376.98,10,6196.41,Net Banking,Tablet,Jaipur,Delivered
ORD13072,CUST01572,2024-09-21,Sneakers,Fashion,2,3305.15,0,6610.3,Debit Card,Tablet,Ahmedabad,Cancelled
ORD13073,CUST00219,2024-03-16,Sneakers,Fashion,2,4612.26,10,8302.07,Net Banking,Desktop,Lucknow,Cancelled
ORD13074,CUST02031,2024-12-23,Self Help,Books,4,340.69,10,1226.48,Net Banking,Tablet,Hyderabad,Cancelled
ORD13075,CUST01524,2024-06-26,Tablet PC,Electronics,3,34680.59,20,83233.42,UPI,Desktop,Jaipur,Delivered
ORD13076,CUST01962,2024-01-24,Face Cream,Beauty,3,236.88,5,675.11,Debit Card,Tablet,Kolkata,Delivered
ORD13077,CUST01684,2024-12-08,Water Bottle,Home & Kitchen,3,857.45,0,2572.35,Debit Card,Mobile,Pune,Delivered
ORD13078,CUST00360,2024-03-02,Hair Serum,Beauty,3,611.17,5,1741.83,UPI,Tablet,Jaipur,Returned
ORD13079,CUST00380,2024-03-08,Nail Polish,Beauty,1,174.02,5,165.32,UPI,Tablet,Jaipur,Delivered
ORD13080,CUST02242,2024-09-08,Mixer Grinder,Home & Kitchen,4,3511.17,5,13342.45,Debit Card,Desktop,Mumbai,Cancelled
ORD13081,CUST01949,2024-11-23,Dumbbells,Sports,2,2176.0,0,4352.0,Net Banking,Desktop,Kolkata,Delivered
ORD13082,CUST00849,2024-10-02,Children Book,Books,4,154.85,20,495.52,UPI,Mobile,Jaipur,Returned
ORD13083,CUST00520,2024-12-24,Smartphone,Electronics,5,27066.35,20,108265.4,COD,Tablet,Delhi,Delivered
ORD13084,CUST01368,2024-11-14,Running Shoes,Sports,3,3072.07,20,7372.97,UPI,Mobile,Ahmedabad,Delivered
ORD13085,CUST01297,2024-02-04,Earphones,Electronics,5,1572.96,10,7078.32,UPI,Tablet,Bhopal,Returned
ORD13086,CUST01754,2024-07-24,T-Shirt,Fashion,1,517.48,10,465.73,UPI,Mobile,Mumbai,Delivered
ORD13087,CUST00824,2024-06-19,Cricket Bat,Sports,2,3649.22,0,7298.44,COD,Desktop,Delhi,Delivered
ORD13088,CUST01817,2024-05-03,Rice Cooker,Home & Kitchen,2,1989.38,0,3978.76,Net Banking,Desktop,Hyderabad,Returned
ORD13089,CUST00825,2024-06-02,Earphones,Electronics,4,1710.29,5,6499.1,Debit Card,Desktop,Delhi,Returned
ORD13090,CUST01725,2024-10-09,Hair Serum,Beauty,1,772.73,10,695.46,COD,Desktop,Bengaluru,Delivered
ORD13091,CUST01460,2024-03-24,Smartwatch,Electronics,4,6646.64,0,26586.56,UPI,Tablet,Bhopal,Delivered
ORD13092,CUST00291,2024-08-11,History Book,Books,1,496.44,10,446.8,COD,Mobile,Delhi,Returned
ORD13093,CUST00769,2024-03-06,Self Help,Books,4,631.23,20,2019.94,Debit Card,Tablet,Indore,Cancelled
ORD13094,CUST00336,2024-08-24,Dress,Fashion,3,639.08,5,1821.38,Net Banking,Desktop,Chennai,Cancelled
ORD13095,CUST00606,2024-03-28,Face Cream,Beauty,5,826.47,5,3925.73,Credit Card,Desktop,Bengaluru,Delivered
ORD13096,CUST00585,2024-09-22,Sunscreen,Beauty,5,587.59,5,2791.05,UPI,Tablet,Mumbai,Delivered
ORD13097,CUST00404,2024-10-18,Bedsheet,Home & Kitchen,1,1084.96,5,1030.71,Net Banking,Mobile,Surat,Delivered
ORD13098,CUST00027,2024-04-14,Dress,Fashion,3,1281.64,0,3844.92,Debit Card,Desktop,Ahmedabad,Returned
ORD13099,CUST01155,2024-10-02,Science Book,Books,2,943.92,10,1699.06,Credit Card,Mobile,Kolkata,Delivered
ORD13100,CUST01105,2024-09-05,Air Purifier,Home & Kitchen,4,9508.37,0,38033.48,Credit Card,Desktop,Mumbai,Delivered
ORD13101,CUST02316,2024-08-22,Earphones,Electronics,5,1550.22,0,7751.1,Debit Card,Tablet,Ahmedabad,Returned
ORD13102,CUST00151,2024-06-04,Power Bank,Electronics,5,2212.28,5,10508.33,COD,Desktop,Surat,Delivered
ORD13103,CUST01488,2024-04-25,Power Bank,Electronics,2,2894.05,20,4630.48,Credit Card,Tablet,Delhi,Delivered
ORD13104,CUST01056,2024-09-13,Lipstick,Beauty,1,347.41,10,312.67,UPI,Tablet,Pune,Delivered
ORD13105,CUST01510,2024-11-24,Bluetooth Speaker,Electronics,3,3777.51,5,10765.9,UPI,Desktop,Mumbai,Delivered
ORD13106,CUST02204,2024-01-09,Comic Book,Books,4,447.37,5,1700.01,COD,Tablet,Chennai,Delivered
ORD13107,CUST00528,2024-02-22,Perfume,Beauty,2,2130.38,10,3834.68,Debit Card,Tablet,Lucknow,Delivered
ORD13108,CUST00903,2024-11-01,Shampoo,Beauty,4,191.45,15,650.93,Credit Card,Desktop,Bhopal,Delivered
ORD13109,CUST00557,2024-11-03,Laptop,Electronics,5,61530.53,0,307652.65,COD,Desktop,Nagpur,Delivered
ORD13110,CUST00204,2024-07-27,Perfume,Beauty,3,1817.45,15,4634.5,COD,Mobile,Pune,Returned
ORD13111,CUST01644,2024-02-04,Comic Book,Books,4,195.95,15,666.23,Credit Card,Desktop,Kolkata,Delivered
ORD13112,CUST00686,2024-06-23,Power Bank,Electronics,3,1789.12,20,4293.89,Net Banking,Mobile,Mumbai,Delivered
ORD13113,CUST02174,2024-04-24,Bedsheet,Home & Kitchen,3,1176.75,10,3177.22,Net Banking,Tablet,Surat,Delivered
ORD13114,CUST01937,2024-02-15,Saree,Fashion,4,1262.56,5,4797.73,UPI,Mobile,Chennai,Delivered
ORD13115,CUST01156,2024-10-09,Dumbbells,Sports,1,2011.19,10,1810.07,Net Banking,Desktop,Ahmedabad,Delivered
ORD13116,CUST00886,2024-09-11,Cycling Gloves,Sports,5,385.91,20,1543.64,Net Banking,Tablet,Hyderabad,Cancelled
ORD13117,CUST00148,2024-10-06,Vacuum Cleaner,Home & Kitchen,5,8439.69,10,37978.61,UPI,Mobile,Surat,Returned
ORD13118,CUST00459,2024-09-04,T-Shirt,Fashion,3,786.92,10,2124.68,Debit Card,Tablet,Delhi,Delivered
ORD13119,CUST00313,2024-04-08,Badminton Racket,Sports,5,3389.28,0,16946.4,Credit Card,Mobile,Indore,Returned
ORD13120,CUST01956,2024-09-17,Resistance Bands,Sports,1,688.77,5,654.33,Debit Card,Desktop,Hyderabad,Delivered
ORD13121,CUST02249,2024-10-02,Saree,Fashion,2,7728.13,10,13910.63,Debit Card,Desktop,Pune,Delivered
ORD13122,CUST01190,2024-06-28,Shampoo,Beauty,5,188.81,0,944.05,Net Banking,Tablet,Chennai,Returned
ORD13123,CUST02092,2024-03-08,Power Bank,Electronics,2,1307.67,0,2615.34,Credit Card,Desktop,Chennai,Delivered
ORD13124,CUST01334,2024-06-25,Smartwatch,Electronics,3,8108.92,10,21894.08,Credit Card,Desktop,Nagpur,Cancelled
ORD13125,CUST01234,2024-07-07,Comic Book,Books,5,402.67,0,2013.35,Credit Card,Mobile,Pune,Returned
ORD13126,CUST02028,2024-12-03,Science Book,Books,2,524.44,15,891.55,Credit Card,Desktop,Mumbai,Cancelled
ORD13127,CUST00771,2024-01-09,Cricket Bat,Sports,4,3658.77,0,14635.08,Net Banking,Desktop,Surat,Delivered
ORD13128,CUST00818,2024-03-20,Science Book,Books,3,732.1,10,1976.67,UPI,Tablet,Delhi,Returned
ORD13129,CUST00068,2024-11-18,Face Wash,Beauty,4,549.46,0,2197.84,UPI,Desktop,Surat,Cancelled
ORD13130,CUST00598,2024-04-04,Air Purifier,Home & Kitchen,5,12740.11,5,60515.52,Credit Card,Desktop,Indore,Delivered
ORD13131,CUST00006,2024-04-19,Comic Book,Books,2,240.15,5,456.28,Debit Card,Mobile,Bhopal,Delivered
ORD13132,CUST00638,2024-09-20,Dumbbells,Sports,5,1909.85,10,8594.33,Credit Card,Tablet,Surat,Returned
ORD13133,CUST01331,2024-08-26,Saree,Fashion,3,4530.22,0,13590.66,Net Banking,Tablet,Ahmedabad,Delivered
ORD13134,CUST00661,2024-01-03,Smartwatch,Electronics,3,5696.11,10,15379.5,COD,Desktop,Bengaluru,Delivered
ORD13135,CUST01400,2024-12-01,Pillow Set,Home & Kitchen,3,2325.32,10,6278.36,Debit Card,Tablet,Pune,Delivered
ORD13136,CUST01209,2024-05-16,Perfume,Beauty,2,859.22,20,1374.75,Credit Card,Mobile,Pune,Delivered
ORD13137,CUST00208,2024-11-09,Face Wash,Beauty,5,559.88,5,2659.43,COD,Desktop,Mumbai,Cancelled
ORD13138,CUST00306,2024-02-07,Jeans,Fashion,5,886.5,5,4210.88,UPI,Desktop,Lucknow,Returned
ORD13139,CUST00276,2024-03-21,Self Help,Books,1,582.1,0,582.1,Credit Card,Desktop,Jaipur,Delivered
ORD13140,CUST00808,2024-10-11,Smart TV,Electronics,1,41806.13,15,35535.21,UPI,Desktop,Kolkata,Delivered
ORD13141,CUST01309,2024-11-03,Mixer Grinder,Home & Kitchen,3,1851.2,20,4442.88,UPI,Tablet,Delhi,Delivered
ORD13142,CUST01246,2024-03-02,Shampoo,Beauty,4,382.44,15,1300.3,UPI,Tablet,Bengaluru,Returned
ORD13143,CUST01108,2024-09-06,Jeans,Fashion,1,2183.55,0,2183.55,Net Banking,Tablet,Delhi,Delivered
ORD13144,CUST02381,2024-11-12,Bedsheet,Home & Kitchen,1,627.39,0,627.39,COD,Mobile,Surat,Returned
ORD13145,CUST01237,2024-03-04,Tablet PC,Electronics,4,36368.02,5,138198.48,Debit Card,Mobile,Bengaluru,Delivered
ORD13146,CUST01218,2024-12-17,Tablet PC,Electronics,4,32546.02,20,104147.26,Net Banking,Tablet,Delhi,Delivered
ORD13147,CUST01340,2024-04-13,Technical Book,Books,5,816.02,0,4080.1,COD,Tablet,Delhi,Returned
ORD13148,CUST00466,2024-12-11,Sunscreen,Beauty,5,968.61,0,4843.05,Debit Card,Tablet,Lucknow,Returned
ORD13149,CUST02186,2024-05-05,Laptop,Electronics,1,39426.83,15,33512.81,Debit Card,Mobile,Coimbatore,Delivered
ORD13150,CUST01610,2024-10-05,Jacket,Fashion,3,2322.64,0,6967.92,UPI,Desktop,Bhopal,Delivered
ORD13151,CUST00651,2024-12-11,Smartwatch,Electronics,2,11991.65,0,23983.3,Debit Card,Mobile,Jaipur,Cancelled
ORD13152,CUST00811,2024-06-10,Nail Polish,Beauty,4,338.95,10,1220.22,Debit Card,Tablet,Lucknow,Delivered
ORD13153,CUST02045,2024-12-10,Comic Book,Books,4,372.93,10,1342.55,Credit Card,Desktop,Bhopal,Delivered
ORD13154,CUST00896,2024-11-27,Jeans,Fashion,3,866.52,0,2599.56,Credit Card,Tablet,Mumbai,Delivered
ORD13155,CUST00564,2024-12-05,Bedsheet,Home & Kitchen,5,414.94,10,1867.23,UPI,Desktop,Pune,Delivered
ORD13156,CUST00729,2024-10-22,Kurta,Fashion,1,1191.71,10,1072.54,Net Banking,Desktop,Bhopal,Delivered
ORD13157,CUST02095,2024-04-22,Lipstick,Beauty,3,547.56,0,1642.68,Credit Card,Tablet,Hyderabad,Delivered
ORD13158,CUST00163,2024-08-14,Lipstick,Beauty,2,781.15,10,1406.07,Net Banking,Desktop,Bengaluru,Delivered
ORD13159,CUST02371,2024-02-20,Children Book,Books,4,204.68,0,818.72,Net Banking,Mobile,Delhi,Cancelled
ORD13160,CUST01022,2024-10-21,Bluetooth Speaker,Electronics,5,5931.0,0,29655.0,Debit Card,Desktop,Nagpur,Cancelled
ORD13161,CUST01219,2024-07-12,Face Cream,Beauty,4,441.33,0,1765.32,Credit Card,Tablet,Pune,Delivered
ORD13162,CUST02240,2024-06-14,History Book,Books,3,338.02,10,912.65,COD,Mobile,Indore,Delivered
ORD13163,CUST00668,2024-04-12,Pillow Set,Home & Kitchen,3,737.62,15,1880.93,UPI,Desktop,Surat,Returned
ORD13164,CUST01205,2024-10-20,Pillow Set,Home & Kitchen,2,790.56,0,1581.12,Credit Card,Mobile,Surat,Cancelled
ORD13165,CUST02040,2024-12-23,Lipstick,Beauty,3,594.67,0,1784.01,Credit Card,Desktop,Chennai,Delivered
ORD13166,CUST01373,2024-06-12,Smartwatch,Electronics,4,11795.94,0,47183.76,Net Banking,Tablet,Mumbai,Delivered
ORD13167,CUST01995,2024-03-09,Bedsheet,Home & Kitchen,4,792.99,0,3171.96,Debit Card,Tablet,Indore,Delivered
ORD13168,CUST00329,2024-04-27,Face Cream,Beauty,2,894.13,0,1788.26,Net Banking,Desktop,Delhi,Delivered
ORD13169,CUST00492,2024-10-28,Cycling Gloves,Sports,3,375.65,10,1014.25,UPI,Mobile,Coimbatore,Returned
ORD13170,CUST00891,2024-04-28,Handbag,Fashion,5,3945.66,10,17755.47,COD,Mobile,Delhi,Returned
ORD13171,CUST01770,2024-12-17,Air Purifier,Home & Kitchen,1,7386.06,0,7386.06,COD,Tablet,Indore,Delivered
ORD13172,CUST00998,2024-04-18,Water Bottle,Home & Kitchen,1,670.33,0,670.33,Credit Card,Tablet,Kolkata,Delivered
ORD13173,CUST00311,2024-02-17,Pillow Set,Home & Kitchen,1,1958.0,0,1958.0,Debit Card,Tablet,Pune,Cancelled
ORD13174,CUST01928,2024-04-14,Laptop,Electronics,2,55148.27,15,93752.06,Credit Card,Tablet,Ahmedabad,Delivered
ORD13175,CUST00045,2024-08-19,Children Book,Books,1,154.12,5,146.41,COD,Mobile,Lucknow,Returned
ORD13176,CUST01252,2024-04-24,T-Shirt,Fashion,3,495.07,10,1336.69,Debit Card,Mobile,Delhi,Cancelled
ORD13177,CUST01198,2024-05-13,Bluetooth Speaker,Electronics,1,3847.95,0,3847.95,Credit Card,Mobile,Hyderabad,Delivered
